origin_city_name,Category,origin_store_name,Origin Lat Long,origin_loccode,destination_store_name,destination_city_name,DH Lat Long,destination_loccode,Inter/Intra Movement,Final Veh Restiction,Milk Run Pairs,Shift,OTR,MH Dock In,MH Dock Out,MH Out,TT (Primary),DH In,To be removed,DH Out,MH In,Arrival Delta,TT (secondary),Final TT,Source-Destination City Lane,Source MH-Destination City Lane,via,LHIC Distance,Freqency,"Primary 
MH Cut Off","Secondary
MH Cut Off","DH Cut off (D, D+1, D+2, D+3)",Distance (One - way),MH-DH THOR,MH-DH THOR Duplicate Key,Secondary Veh,Effective,Remarks,Planned Vehicles,"DH Out Cut off (D, D+1, D+2, D+3)","Primary 
MH In Cut Off",unique store ID,Key final,check,TT,DO,dh in,1,D,2,GH_Distance_km,GH_Travel_Time_mins
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-Singapura,Bengaluru,"13.090409,77.53952",BLR128S,Intra,20FT_TRUCK,,Morning,4:15:00 PM,4:45:00 PM,6:15:00 PM,6:30:00 PM,4:30:00,11:00:00 PM,,2:00:00 PM,2:45:00 PM,-0.145833333,0:00:00,4:30:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,14.0,Daily,D,,D,13.0,BLR065M-BLR128S,1.0,1,12-Aug,FALSE,1.0,D,D,BLR128S,BLR-DRY-MH-SUMADHURABLR-Singapura,TRUE,4:30:00,12:00:00 AM,,,0.0,,48.27147465,68.47733333333333
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Yallapa Garden,Bengaluru,"12.983662,77.5487921",BLR125S,Intra,10FT_TRUCK,,Morning,10:45:00 AM,11:15:00 AM,12:45:00 PM,1:00:00 PM,2:00:00,3:00:00 PM,,5:00:00 PM,3:15:00 PM,,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,22.0,Daily,D,,D,21.0,BLR065M-BLR125S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR125S,BLR-Nelamangala-DRYMHBLR-Yallapa Garden,TRUE,2:00:00,4:00:00 PM,,,0.0,,21.234919650000002,28.1638125
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Peenya New,Bengaluru,"13.0454902422,77.508773812",BLR097S,Intra,20FT_TRUCK,,Morning,9:45:00 AM,10:15:00 AM,11:45:00 AM,12:00:00 PM,2:00:00,2:00:00 PM,,3:00:00 PM,3:45:00 PM,-0.0625,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,10.0,Daily,D,,D,10.0,BLR065M-BLR097S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR097S,BLR-Nelamangala-DRYMHBLR-Peenya New,TRUE,2:00:00,3:00:00 PM,,,0.0,,9.81147195,15.946166666666667
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Bagalakunte,Bengaluru,"13.06371941,77.50432545",BLR186S,Intra,14FT_TRUCK,,Morning,8:45:00 AM,9:15:00 AM,10:45:00 AM,11:00:00 AM,2:00:00,1:00:00 PM,,2:00:00 PM,2:45:00 PM,-0.0625,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,8.0,Daily,D,,D,8.0,BLR065M-BLR186S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR186S,BLR-Nelamangala-DRYMHBLR-Bagalakunte,TRUE,2:00:00,2:00:00 PM,,,0.0,,7.59803205,12.612645833333334
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-Goraguntepalya,Bengaluru,"13.02475,77.537306",BLR199S,Intra,22FT_TRUCK,,Morning,8:45:00 AM,9:15:00 AM,10:45:00 AM,11:00:00 AM,2:00:00,1:00:00 PM,,2:00:00 PM,2:45:00 PM,-0.145833333,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,15.0,Daily,D,,D,15.0,BLR065M-BLR199S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR199S,BLR-DRY-MH-SUMADHURABLR-Goraguntepalya,TRUE,2:00:00,2:00:00 PM,,,0.0,,48.85046775,62.457770833333335
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR- Sonnenahalli New,Bengaluru,"12.96170119,77.49901482",BLR012S,Intra,14FT_TRUCK,,Morning,7:45:00 AM,8:15:00 AM,9:45:00 AM,10:00:00 AM,3:00:00,1:00:00 PM,,2:00:00 PM,3:15:00 PM,-0.0625,0:00:00,3:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,21.0,Daily,D,,D,20.0,BLR065M-BLR012S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR012S,BLR-Nelamangala-DRYMHBLR- Sonnenahalli New,TRUE,3:00:00,2:00:00 PM,,,0.0,,20.22028995,27.198208333333334
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Ullal,Bengaluru,"12.958532,77.479896",BLR132S,Intra,20FT_TRUCK,,Morning,7:45:00 AM,8:15:00 AM,9:45:00 AM,10:00:00 AM,3:00:00,1:00:00 PM,,2:00:00 PM,3:15:00 PM,-0.0625,0:00:00,3:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,21.0,Daily,D,,D,20.0,BLR065M-BLR132S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR132S,BLR-Nelamangala-DRYMHBLR-Ullal,TRUE,3:00:00,2:00:00 PM,,,0.0,,18.816249900000003,25.698729166666666
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Vijay Nagar Network,Bengaluru,"12.960476,77.519569",BLR060S,Intra,20FT_TRUCK,,Morning,7:45:00 AM,8:15:00 AM,9:45:00 AM,10:00:00 AM,3:00:00,1:00:00 PM,,2:00:00 PM,3:15:00 PM,-0.0625,0:00:00,3:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,24.0,Daily,D,,D,23.0,BLR065M-BLR060S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR060S,BLR-Nelamangala-DRYMHBLR-Vijay Nagar Network,TRUE,3:00:00,2:00:00 PM,,,0.0,,22.2868863,29.859020833333332
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Anjanapura,Bengaluru,"12.8603494806,77.5417184061",BLR147S,Intra,20FT_TRUCK,,Morning,6:45:00 AM,7:15:00 AM,8:45:00 AM,9:00:00 AM,4:00:00,1:00:00 PM,,2:00:00 PM,3:45:00 PM,-0.0625,0:00:00,4:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,38.0,Daily,D,,D,36.0,BLR065M-BLR147S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR147S,BLR-Nelamangala-DRYMHBLR-Anjanapura,TRUE,4:00:00,2:00:00 PM,,,0.0,,37.5032658,40.172041666666665
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Kengeri,Bengaluru,"12.9235538722,77.4930673245",BLR148S,Intra,20FT_TRUCK,,Morning,6:45:00 AM,7:15:00 AM,8:45:00 AM,9:00:00 AM,4:00:00,1:00:00 PM,,2:00:00 PM,3:45:00 PM,-0.145833333,0:00:00,4:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,28.0,Daily,D,,D,27.0,BLR065M-BLR148S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR148S,BLR-Nelamangala-DRYMHBLR-Kengeri,TRUE,4:00:00,2:00:00 PM,,,0.0,,27.931951950000002,31.679291666666668
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-BEML Layout,Bengaluru,"12.91703243,77.49891252",BLR198S,Intra,14FT_TRUCK,,Morning,6:45:00 AM,7:15:00 AM,8:45:00 AM,9:00:00 AM,4:00:00,1:00:00 PM,,2:00:00 PM,3:45:00 PM,-0.145833333,0:00:00,4:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,29.0,Daily,D,,D,27.0,BLR065M-BLR198S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR198S,BLR-Nelamangala-DRYMHBLR-BEML Layout,TRUE,4:00:00,2:00:00 PM,,,0.0,,28.24932495,32.301520833333335
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Bannerghatta Network,Bengaluru,"12.86591329,77.59627361",BLR025S,Intra,17FT_TRUCK,,Morning,5:45:00 AM,6:15:00 AM,7:45:00 AM,8:00:00 AM,5:00:00,1:00:00 PM,,2:00:00 PM,4:15:00 PM,,,5:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,44.0,Daily,D,,D,42.0,BLR065M-BLR025S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR025S,BLR-Nelamangala-DRYMHBLR-Bannerghatta Network,TRUE,5:00:00,2:00:00 PM,,,0.0,,42.5196597,42.50170833333334
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Electronic city network,Bengaluru,"12.8373766,77.64362247",BLR066S,Intra,20FT_TRUCK,,Morning,8:45:00 AM,9:15:00 AM,10:45:00 AM,11:00:00 AM,3:00:00,2:00:00 PM,,4:00:00 PM,7:45:00 PM,,,3:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,55.0,Daily,D,,D,53.0,BLR065M-BLR066S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR066S,BLR-Nelamangala-DRYMHBLR-Electronic city network,TRUE,3:00:00,3:00:00 PM,,,0.0,,48.2867532,52.774
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Golahalli,Bengaluru,"12.864209,77.569285",BLR208S,Intra,20FT_TRUCK,,Morning,5:45:00 AM,6:15:00 AM,7:45:00 AM,8:00:00 AM,7:30:00,3:30:00 PM,,4:30:00 PM,6:45:00 PM,-0.0625,0:00:00,7:30:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,44.0,Daily,D,,D,42.0,BLR065M-BLR208S,1.0,1,12-Aug,TRUE,1.0,D,D,BLR208S,BLR-Nelamangala-DRYMHBLR-Golahalli,TRUE,7:30:00,4:30:00 PM,,,0.0,,40.646411400000005,42.96566666666667
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Magadi Road,Bengaluru,"12.99005606,77.48523812",BLR109S,Intra,10FT_TRUCK,,Evening,8:00:00 PM,8:30:00 PM,10:00:00 PM,10:15:00 PM,2:45:00,1:00:00 AM,,3:00:00 AM,1:15:00 AM,-0.104166667,0:00:00,2:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,17.0,Daily,D,,D+1,16.0,BLR065M-BLR109S,1.0,1,12-Aug,TRUE,1.0,D+1,D+1,BLR109S,BLR-Nelamangala-DRYMHBLR-Magadi Road,FALSE,2:45:00,2:00:00 AM,,,0.0,,16.2665307,21.308333333333334
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-YESHWANTPUR,Bengaluru,"13.010808,77.540878",BLR049S,Intra,14FT_TRUCK,,Evening,8:00:00 PM,8:30:00 PM,10:00:00 PM,10:15:00 PM,3:15:00,1:30:00 AM,,3:30:00 AM,5:15:00 AM,-0.104166667,0:00:00,3:15:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,17.0,Daily,D,,D+1,16.0,BLR065M-BLR049S,1.0,1,12-Aug,TRUE,1.0,D+1,D+1,BLR049S,BLR-Nelamangala-DRYMHBLR-YESHWANTPUR,FALSE,3:15:00,2:30:00 AM,,,0.0,,16.864356599999997,23.2199375
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Chamrajpet,Bengaluru,"12.960098,77.559489",BLR185S,Intra,10FT_TRUCK,,Evening,7:00:00 PM,7:30:00 PM,9:00:00 PM,9:15:00 PM,1:45:00,11:00:00 PM,,12:00:00 AM,1:15:00 AM,-0.104166667,0:00:00,1:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,25.0,Daily,D,,D,24.0,BLR065M-BLR185S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR185S,BLR-Nelamangala-DRYMHBLR-Chamrajpet,TRUE,1:45:00,12:00:00 AM,,,0.0,,24.49167315,32.90175
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-VIJAY NAGAR,Bengaluru,"12.96845,77.5381",BLR031S,Intra,14FT_TRUCK,,Evening,7:00:00 PM,7:30:00 PM,9:00:00 PM,9:15:00 PM,1:45:00,11:00:00 PM,,12:00:00 AM,1:15:00 AM,-0.125,0:00:00,1:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,24.0,Daily,D,,D,23.0,BLR065M-BLR031S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR031S,BLR-DRY-MH-SUMADHURABLR-VIJAY NAGAR,TRUE,1:45:00,12:00:00 AM,,,0.0,,47.330511900000005,61.24589583333333
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-Electronic City New,Bengaluru,"12.8361002292,77.6649245327",BLR099S,Intra,10FT_TRUCK,,Evening,6:00:00 PM,6:30:00 PM,8:00:00 PM,8:15:00 PM,2:45:00,11:00:00 PM,,12:00:00 AM,2:45:00 AM,,,2:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,56.0,Daily,D,,D,54.0,BLR065M-BLR099S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR099S,BLR-DRY-MH-SUMADHURABLR-Electronic City New,TRUE,2:45:00,12:00:00 AM,,,0.0,,55.92819225,72.05420833333334
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-JP Nagar Network,Bengaluru,"12.91322648,77.57300634",BLR013S,Intra,10FT_TRUCK,,Evening,6:00:00 PM,6:30:00 PM,8:00:00 PM,8:15:00 PM,2:45:00,11:00:00 PM,,12:00:00 AM,1:45:00 AM,,,2:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,33.0,Daily,D,,D,32.0,BLR065M-BLR013S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR013S,BLR-DRY-MH-SUMADHURABLR-JP Nagar Network,TRUE,2:45:00,12:00:00 AM,,,0.0,,48.9959148,62.3491875
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-JAYANAGAR New,Bengaluru,"12.941703,77.580188",BLR092S,Intra,14FT_TRUCK,,Evening,6:00:00 PM,6:30:00 PM,8:00:00 PM,8:15:00 PM,2:45:00,11:00:00 PM,,12:00:00 AM,1:45:00 AM,,0:00:00,2:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,29.0,Daily,D,,D,28.0,BLR065M-BLR092S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR092S,BLR-Nelamangala-DRYMHBLR-JAYANAGAR New,TRUE,2:45:00,12:00:00 AM,,,0.0,,27.47051055,37.057833333333335
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-RR Nagar Network,Bengaluru,"12.9031547,77.51191762",BLR115S,Intra,20FT_TRUCK,,Evening,8:45:00 AM,9:15:00 AM,10:45:00 AM,11:00:00 AM,2:45:00,1:00:00 PM,,12:00:00 AM,1:45:00 AM,-0.104166667,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,31.0,Daily,D,,D,29.0,BLR065M-BLR115S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR115S,BLR-Nelamangala-DRYMHBLR-RR Nagar Network,TRUE,2:00:00,2:00:00 PM,,,0.0,,30.19239195,34.54620833333333
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-SINGASANDRA,Bengaluru,"12.870083,77.659171",BLR048S,Intra,20FT_TRUCK,,Evening,6:00:00 PM,6:30:00 PM,8:00:00 PM,8:15:00 PM,2:45:00,11:00:00 PM,,12:00:00 AM,2:45:00 AM,,,2:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,52.0,Daily,D,,D,49.0,BLR065M-BLR048S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR048S,BLR-Nelamangala-DRYMHBLR-SINGASANDRA,TRUE,2:45:00,12:00:00 AM,,,0.0,,51.4626273,47.346500000000006
Bengaluru,Dry,BLR-MYLAPURA MH,"13.108296, 77.876687",BLR005M,BLR-Kadarenahalli,Bengaluru,"12.914745,77.559864",BLR216S,Intra,14FT_TRUCK,,Evening,7:50:00 PM,8:20:00 PM,9:50:00 PM,10:05:00 PM,2:55:00,1:00:00 AM,,1:00:00 AM,2:00:00 AM,4:00:00 AM,0:00:00,2:55:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,31.0,Daily,D,,D+1,30.0,BLR065M-BLR216S,1.0,1,12-Aug,TRUE,1.0,D+1,D+1,BLR216S,BLR-MYLAPURA MHBLR-Kadarenahalli,FALSE,2:55:00,2:00:00 AM,,,0.0,,47.23197255,57.99210416666667
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Banashankari Network,Bengaluru,"12.9155216446,77.5456911995",BLR096S,Intra,14FT_TRUCK,,Evening,5:00:00 PM,5:30:00 PM,7:00:00 PM,7:15:00 PM,3:45:00,11:00:00 PM,,12:00:00 AM,7:15:00 AM,-0.104166667,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,31.0,Daily,D,,D,29.0,BLR065M-BLR096S,1.0,1,1-Sep,FALSE,1.0,D+1,D+1,BLR096S,BLR-Nelamangala-DRYMHBLR-Banashankari Network,TRUE,3:45:00,12:00:00 AM,,,0.0,,28.8870918,38.401916666666665
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-RAGHAVENDRA LAYOUT,Bengaluru,"12.88438622,77.54084471",BLR078S,Intra,20FT_TRUCK,,Evening,5:00:00 PM,5:30:00 PM,7:00:00 PM,7:15:00 PM,3:45:00,11:00:00 PM,,12:00:00 AM,1:45:00 AM,-0.104166667,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,37.0,Daily,D,,D,36.0,BLR065M-BLR078S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR078S,BLR-Nelamangala-DRYMHBLR-RAGHAVENDRA LAYOUT,TRUE,3:45:00,12:00:00 AM,,,0.0,,36.960301349999995,37.5386875
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Avalahalli Main,Bengaluru,"12.946167,77.549333",BLR228S,Intra,14FT_TRUCK,,Evening,5:00:00 PM,5:30:00 PM,7:00:00 PM,7:15:00 PM,3:45:00,11:00:00 PM,,12:00:00 AM,1:45:00 AM,,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,29.0,Daily,D,,D,28.0,BLR065M-BLR228S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR228S,BLR-Nelamangala-DRYMHBLR-Avalahalli Main,TRUE,3:45:00,12:00:00 AM,,,0.0,,27.664329,36.4384375
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-JP Nagar Network-2,Bengaluru,"12.887526,77.586572",BLR108S,Intra,10FT_TRUCK,,Evening,5:00:00 PM,5:30:00 PM,7:00:00 PM,7:15:00 PM,3:45:00,11:00:00 PM,,12:00:00 AM,5:15:00 AM,-0.104166667,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,47.0,Daily,D,,D,44.0,BLR065M-BLR108S,1.0,1,1-Sep,FALSE,1.0,D+1,D+1,BLR108S,BLR-DRY-MH-SUMADHURABLR-JP Nagar Network-2,TRUE,3:45:00,12:00:00 AM,,,0.0,,50.28491580000001,64.61683333333333
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-RAGHAVENDRA LAYOUT NETWORK 2,Bengaluru,"12.8666929,77.5357013",BLR106S,Intra,20FT_TRUCK,,Evening,5:00:00 PM,5:30:00 PM,7:00:00 PM,7:15:00 PM,3:45:00,11:00:00 PM,,12:00:00 AM,5:15:00 AM,-0.104166667,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,35.0,Daily,D,,D,34.0,BLR065M-BLR106S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR106S,BLR-Nelamangala-DRYMHBLR-RAGHAVENDRA LAYOUT NETWORK 2,TRUE,3:45:00,12:00:00 AM,,,0.0,,34.347033,34.66016666666667
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Yelenahalli,Bengaluru,"12.86077262,77.61333628",BLR206S,Intra,20FT_TRUCK,,Evening,7:00:00 PM,7:30:00 PM,9:00:00 PM,9:15:00 PM,3:45:00,1:00:00 AM,,3:00:00 AM,7:45:00 AM,-0.104166667,0:00:00,3:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,45.0,Daily,D,,D+1,43.0,BLR065M-BLR206S,1.0,1,1-Sep,TRUE,1.0,D+1,D+1,BLR206S,BLR-Nelamangala-DRYMHBLR-Yelenahalli,FALSE,3:45:00,2:00:00 AM,,,0.0,,45.284807400000005,45.911479166666666
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-Hegganahalli,Bengaluru,"13.007886,77.506191",BLR264S,Intra,10FT_TRUCK,,Evening,8:00:00 PM,8:30:00 PM,10:00:00 PM,10:15:00 PM,1:45:00,12:00:00 AM,,1:00:00 AM,3:15:00 AM,,0:00:00,1:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,16.0,Daily,D,,D+1,15.0,BLR065M-BLR264S,1.0,1,2-Sep,TRUE,1.0,D+1,D+1,BLR264S,BLR-DRY-MH-SUMADHURABLR-Hegganahalli,FALSE,1:45:00,1:00:00 AM,,,0.0,,53.905048050000005,69.65164583333333
Bengaluru,Dry,BLR-DRY-MH-SUMADHURA,"13.14193, 77.86832",BLR142M,BLR-Kothnur New,Bengaluru,"12.870096566,77.5837238277",BLR257S,Intra,20FT_TRUCK,,Evening,8:45:00 AM,9:15:00 AM,10:45:00 AM,11:00:00 AM,6:45:00,1:00:00 PM,,3:00:00 AM,5:15:00 AM,,,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,44.0,Daily,D,,D,41.0,BLR065M-BLR257S,1.0,1,1-Sep,FALSE,1.0,D+1,D+1,BLR257S,BLR-DRY-MH-SUMADHURABLR-Kothnur New,TRUE,2:00:00,2:00:00 PM,,,0.0,,52.193076600000005,66.13452083333334
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-Kumaraswamy Layout,Bengaluru,"12.89481283,77.56436304",BLR160S,Intra,14FT_TRUCK,,Evening,7:00:00 PM,7:30:00 PM,8:30:00 PM,9:00:00 PM,2:00:00,11:00:00 PM,,3:00:00 AM,7:15:00 AM,-0.104166667,0:00:00,2:00:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,40.0,Daily,D,,D+1,38.0,BLR065M-BLR160S,1.0,1,1-Sep,FALSE,1.0,D+1,D+1,BLR160S,BLR-Nelamangala-DRYMHBLR-Kumaraswamy Layout,TRUE,2:00:00,12:00:00 AM,,,0.0,,39.8214663,41.34520833333333
Bengaluru,Dry,BLR-Nelamangala-DRYMH,"13.085136, 77.458662",BLR065M,BLR-RAGHAVENDRA LAYOUT NETWORK,Bengaluru,"12.8845944,77.55881835",BLR039S,Intra,20FT_TRUCK,,Evening,7:00:00 PM,7:30:00 PM,9:00:00 PM,9:15:00 PM,3:45:00,11:00:00 PM,,1:00:00 AM,5:15:00 AM,-0.1875,0:00:00,1:45:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,39.0,Daily,D,,D,38.0,BLR065M-BLR039S,1.0,1,12-Aug,FALSE,1.0,D+1,D+1,BLR039S,BLR-Nelamangala-DRYMHBLR-RAGHAVENDRA LAYOUT NETWORK,TRUE,1:45:00,12:00:00 AM,,,0.0,,37.9932735,38.97677083333333
Bengaluru,Dry,BLR-MYLAPURA MH,"13.108296, 77.876687",BLR005M,BLR-Sunrise Layout,Bengaluru,"12.84495985,77.59398467",BLR118S,Intra,17FT_TRUCK,,Evening,7:50:00 PM,8:20:00 PM,9:50:00 PM,10:05:00 PM,2:55:00,1:00:00 AM,,1:00:00 AM,2:00:00 AM,4:00:00 AM,0:00:00,2:55:00,Bengaluru-Bengaluru,BLR-Nelamangala-DRYMH-Bengaluru,Direct,42.0,Daily,D,,D+1,40.0,BLR065M-BLR118S,1.0,1,1-Sep,TRUE,1.0,D+1,D+1,BLR118S,BLR-MYLAPURA MHBLR-Sunrise Layout,FALSE,2:55:00,2:00:00 AM,,,0.0,,52.212336750000006,63.468041666666664
Bengaluru,Meat,BLR-Meat MH,"13.185061, 78.426622",BLR009M,BLR-Brookfield Network-2,Bengaluru,"12.9951836,77.7201213",BLR129S,Intra,20FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-Meat MH-Bengaluru,Direct,95.0,Daily,D,,D+1,90.0,BLR009M-BLR129S,1.0,1,,,,,,,BLR-Meat MHBLR-Brookfield Network-2,FALSE,8:00:00,7:00:00 AM,,,0.0,,93.90203445,107.07708333333332
Bengaluru,Meat,BLR-Meat MH,"13.185061, 78.426622",BLR009M,BLR-BTM Layout Network-3,Bengaluru,"12.92504226,77.61740928",BLR117S,Intra,14FT_TRUCK,,Evening,,,,10:00:00 PM,8:00:00,6:00:00 AM,,7:00:00 AM,#REF!,#REF!,0:00:00,8:00:00,Bengaluru-Bengaluru,BLR-Meat MH-Bengaluru,Direct,109.0,Daily,D,,D+1,104.0,BLR009M-BLR117S,1.0,1,,,,,,,BLR-Meat MHBLR-BTM Layout Network-3,FALSE,8:00:00,7:00:00 AM,,,0.0,,108.0575517,123.70158333333333
