origin_city_name	Category	origin_store_name	Origin Lat Long	origin_loccode	destination_store_name	destination_city_name	DH Lat Long	destination_loccode	Inter/Intra Movement	Final Veh Restiction	Milk Run Pairs	Shift	OTR	MH Dock In	MH Dock Out	MH Out	TT (Primary)	DH In	To be removed	DH Out	MH In	Arrival Delta	TT (secondary)	Final TT	Source-Destination City Lane	Source MH-Destination City Lane	via	LHIC Distance	Freqency	"Primary 
MH Cut Off"	"Secondary
MH Cut Off"	DH Cut off (D, D+1, D+2, D+3)	Distance (One - way)	MH-DH THOR	MH-DH THOR Duplicate Key	Secondary Veh	Effective	Remarks	Planned Vehicles	DH Out Cut off (D, D+1, D+2, D+3)	"Primary 
MH In Cut Off"	unique store ID	Key final	check	TT	DO	dh in	1	D	2
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Narayanapura	Bengaluru	13.06382134,77.6492007	BLR026S	Intra	17FT_TRUCK	23	Day	10:30:00 AM	11:00:00 AM	11:30:00 AM	11:45:00 AM	1:55:00	1:40:00 PM		2:40:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:40:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Narayanapura Network	Bengaluru	13.062748457,77.6350034762	BLR122S	Intra	20FT_TRUCK	23	Day	10:30:00 AM	11:00:00 AM	11:30:00 AM	11:45:00 AM	3:25:00	3:10:00 PM		4:10:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:35:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-RWF Yelahanka	Bengaluru	13.106778,77.580361	BLR187S	Intra	17FT_TRUCK	23	Night	10:30:00 PM	11:00:00 PM	11:30:00 PM	11:45:00 PM	4:15:00	4:00:00 AM		5:00:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D+1				1			1						2:50:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-YELAHANKA NEW TOWN	Bengaluru	13.09784,77.56664	BLR019S	Intra	14FT_TRUCK	23	Night	10:30:00 PM	11:00:00 PM	11:30:00 PM	11:45:00 PM	2:45:00	2:30:00 AM		3:30:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D+1				1			1						1:55:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Arekere	Bengaluru	12.885917,77.6083204	BLR221S	Intra	20FT_TRUCK	24	Day	10:30:00 AM	11:00:00 AM	11:30:00 AM	11:45:00 AM	4:55:00	4:40:00 PM		5:40:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						3:20:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Bannerghatta Network	Bengaluru	12.86591329,77.59627361	BLR025S	Intra	17FT_TRUCK	24	Day	10:30:00 AM	11:00:00 AM	11:30:00 AM	11:45:00 AM	3:25:00	3:10:00 PM		4:10:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:15:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Bannerghatta Network 2	Bengaluru	12.86837,77.61872	BLR061S	Intra	20FT_TRUCK	24	Day	10:30:00 AM	11:00:00 AM	11:30:00 AM	11:45:00 AM	1:55:00	1:40:00 PM		2:40:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:15:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Basavanapura Network	Bengaluru	13.00442,77.72122	BLR063S	Intra	20FT_TRUCK	24	Night	10:30:00 PM	11:00:00 PM	11:30:00 PM	11:45:00 PM	3:15:00	3:00:00 AM		4:00:00 AM				2:25:00	Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru	Direct	52	Daily	D		D+1	49	BLR271M-BLR063S	1	1	2-Sep		1			1	KTPL_BLR-COLD-FMCG-MH-NELAMANGLABLR-Basavanapura Network	0	2:25:00	3:20:00 AM	2:35:00 AM			
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-HBR Layout	Bengaluru	13.03663419,77.62425878	BLR022S	Intra	20FT_TRUCK	25	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	3:05:00	3:20:00 PM		4:20:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						0:40:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Jakkur Network	Bengaluru	13.059459,77.622438	BLR058S	Intra	20FT_TRUCK	25	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	1:35:00	1:50:00 PM		2:50:00 PM				1:15:00	Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru	Direct	38	Daily	D		D	36	BLR271M-BLR058S	1	1	2-Sep		1			1	KTPL_BLR-COLD-FMCG-MH-NELAMANGLABLR-Jakkur Network	0	1:15:00	2:40:00 PM	1:40:00 PM			
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Michael Palaya	Bengaluru	12.972597,77.637048	BLR292S	Intra	20FT_TRUCK	25	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	4:35:00	4:50:00 AM		5:50:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:58:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Nagavara	Bengaluru	13.038049,77.617309	BLR200S	Intra	20FT_TRUCK	25	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	4:25:00	4:40:00 PM		5:40:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:35:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-New Gurappanya Palya	Bengaluru	12.905922,77.612674	BLR291S	Intra	8FT_TRUCK	25	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	1:55:00	2:10:00 AM		3:10:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:40:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Richmond Town Network	Bengaluru	12.9566358 ,77.60572	BLR296S	Intra	17FT_TRUCK	25	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	3:15:00	3:30:00 AM		4:30:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:01:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Bagalur	Bengaluru	13.12263575,77.62344754	BLR105S	Intra	20FT_TRUCK	26	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	3:25:00	3:40:00 PM		4:40:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:00:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Devanahalli	Bengaluru	13.2388483069,77.7234767562	BLR149S	Intra	14FT_TRUCK	26	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	1:55:00	2:10:00 PM		3:10:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:00:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Kadugodi	Bengaluru	12.98612069,77.7450889	BLR162S	Intra	14FT_TRUCK	26	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	3:45:00	4:00:00 AM		5:00:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:40:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Siddapura	Bengaluru	12.9576139617,77.7295608135	BLR224S	Intra	20FT_TRUCK	26	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	2:15:00	2:30:00 AM		3:30:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:40:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-BEML Layout	Bengaluru	12.91703243,77.49891252	BLR198S	Intra	14FT_TRUCK	27	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	1:45:00	2:00:00 PM		3:00:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						2:20:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Kengeri	Bengaluru	12.9235538722,77.4930673245	BLR148S	Intra	20FT_TRUCK	27	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	3:15:00	3:30:00 PM		4:30:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						1:15:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Peenya Network	Bengaluru	13.049816,77.487928	BLR134S	Intra	20FT_TRUCK	27	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	1:15:00	1:30:00 AM		2:30:00 AM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						0:30:00					
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Peenya New	Bengaluru	13.0454902421553,77.5087738119661	BLR097S	Intra	20FT_TRUCK	27	Night	11:00:00 PM	11:30:00 PM	12:00:00 AM	12:15:00 AM	2:45:00	3:00:00 AM		4:00:00 AM				1:30:00	Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru	Direct	21	Daily	D		D	20	BLR271M-BLR097S	1	1	2-Sep		1			1	KTPL_BLR-COLD-FMCG-MH-NELAMANGLABLR-Peenya New	0	1:30:00	2:55:00 AM	2:20:00 AM			
Bengaluru	Cold	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA	13.134889, 77.407806	BLR271M	BLR-Ullal	Bengaluru	12.958532,77.479896	BLR132S	Intra	20FT_TRUCK	27	Day	11:00:00 AM	11:30:00 AM	12:00:00 PM	12:15:00 PM	4:45:00	5:00:00 PM		6:00:00 PM					Bengaluru-Bengaluru	KTPL_BLR-COLD-FMCG-MH-NELAMANGLA-Bengaluru				D		D				1			1						3:25:00					
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-TC Palaya	Bengaluru	13.0227934928,77.6880222145	BLR220S	Intra	14FT_TRUCK		Morning	12:15:00 PM	12:45:00 PM	2:15:00 PM	2:30:00 PM	1:30:00	4:00:00 PM		5:00:00 PM	6:45:00 PM		0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	29	Daily	D	NA	D	27	BLR142M-BLR220S	1	1	12-Aug	TRUE	1	D	D	BLR220S	BLR-DRY-MH-SUMADHURABLR-TC Palaya	TRUE	1:30:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Devanahalli	Bengaluru	13.2388483069,77.7234767562	BLR149S	Intra	14FT_TRUCK		Morning	11:00:00 AM	12:15:00 PM	1:00:00 PM	1:15:00 PM	2:45:00	4:00:00 PM		5:00:00 PM	7:15:00 PM	-0.125	0:00:00	2:45:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	48	Daily	D	NA	D	46	BLR142M-BLR149S	1	1	12-Aug	TRUE	1	D	D	BLR149S	BLR-DRY-MH-SUMADHURABLR-Devanahalli	TRUE	2:45:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Nikoo Home New	Bengaluru	13.0797707388,77.6437555377	BLR119S	Intra	20FT_TRUCK		Morning	12:15:00 PM	12:45:00 PM	2:15:00 PM	2:30:00 PM	1:30:00	4:00:00 PM		5:00:00 PM	6:45:00 PM	-0.0625	0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	45	Daily	D	NA	D	43	BLR142M-BLR119S	1	1	12-Aug	TRUE	1	D	D	BLR119S	BLR-DRY-MH-SUMADHURABLR-Nikoo Home New	TRUE	1:30:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-KALYAN NAGAR NEW	Bengaluru	13.006655,77.641639	BLR034S	Intra	10FT_TRUCK		Morning	12:15:00 PM	12:45:00 PM	2:15:00 PM	2:30:00 PM	1:30:00	4:00:00 PM		5:00:00 PM	6:45:00 PM	-0.145833333	0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	35	Daily	D	NA	D	33	BLR142M-BLR034S	1	1	12-Aug	TRUE	1	D	D	BLR034S	BLR-DRY-MH-SUMADHURABLR-KALYAN NAGAR NEW	TRUE	1:30:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Nehru Nagar	Bengaluru	13.09133919,77.60125138	BLR155S	Intra	14FT_TRUCK		Evening	12:15:00 PM	12:45:00 PM	2:15:00 PM	2:30:00 PM	1:30:00	4:00:00 PM		5:00:00 PM	6:45:00 PM	-0.125	0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	37	Daily	D	NA	D	36	BLR142M-BLR155S	1	1	12-Aug	TRUE	1	D	D	BLR155S	BLR-DRY-MH-SUMADHURABLR-Nehru Nagar	TRUE	1:30:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Ramamurthy Nagar Network	Bengaluru	13.01813845,77.6597251	BLR071S	Intra	17FT_TRUCK		Morning	12:15:00 PM	12:45:00 PM	2:15:00 PM	2:30:00 PM	1:30:00	4:00:00 PM		5:00:00 PM	6:45:00 PM	-0.0625	0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	49	Daily	D	NA	D	46	BLR142M-BLR071S	1	1	12-Aug	TRUE	1	D	D	BLR071S	BLR-DRY-MH-SUMADHURABLR-Ramamurthy Nagar Network	TRUE	1:30:00	5:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-RAMAMURTHY NAGAR NEW	Bengaluru	13.0336210723,77.6859373694	BLR075S	Intra	14FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	11:15:00 AM	11:30:00 AM	2:30:00	2:00:00 PM		4:00:00 PM	8:45:00 PM	-0.0625	0:00:00	2:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	29	Daily	D	NA	D	27	BLR142M-BLR075S	1	1	12-Aug	TRUE	1	D	D	BLR075S	BLR-DRY-MH-SUMADHURABLR-RAMAMURTHY NAGAR NEW	TRUE	2:30:00	3:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Bagalur	Bengaluru	13.12263575,77.62344754	BLR105S	Intra	20FT_TRUCK		Morning	7:45:00 AM	8:15:00 AM	9:45:00 AM	10:00:00 AM	3:00:00	1:00:00 PM		3:00:00 PM	8:45:00 PM	-0.145833333	0:00:00	3:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	29	Daily	D	NA	D	27	BLR142M-BLR105S	1	1	12-Aug	TRUE	1	D	D	BLR105S	BLR-DRY-MH-SUMADHURABLR-Bagalur	TRUE	3:00:00	2:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Banjara Layout	Bengaluru	13.03608037,77.66570773	BLR150S	Intra	14FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	11:15:00 AM	11:30:00 AM	1:30:00	1:00:00 PM		3:00:00 PM	9:45:00 PM	-0.125	0:00:00	1:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	58	Daily	D	NA	D	55	BLR142M-BLR150S	1	1	12-Aug	TRUE	1	D	D	BLR150S	BLR-DRY-MH-SUMADHURABLR-Banjara Layout	TRUE	1:30:00	2:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Dooravani Nagar	Bengaluru	13.01020348,77.66771313	BLR227S	Intra	20FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	11:15:00 AM	11:30:00 AM	2:30:00	2:00:00 PM		7:00:00 PM	8:45:00 PM	-0.0625	0:00:00	2:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	34	Daily	D	NA	D	32	BLR142M-BLR227S	1	1	12-Aug	TRUE	1	D	D	BLR227S	BLR-DRY-MH-SUMADHURABLR-Dooravani Nagar	TRUE	2:30:00	3:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Hennur New	Bengaluru	13.03859871,77.64591263	BLR229S	Intra	17FT_TRUCK		Morning	7:45:00 AM	8:15:00 AM	9:45:00 AM	10:00:00 AM	3:00:00	1:00:00 PM		7:00:00 PM	8:45:00 PM	-0.145833333	0:00:00	3:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	35	Daily	D	NA	D	34	BLR142M-BLR229S	1	1	12-Aug	TRUE	1	D	D	BLR229S	BLR-DRY-MH-SUMADHURABLR-Hennur New	TRUE	3:00:00	2:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-GUNJUR	Bengaluru	12.9286633,77.7380822	BLR087S	Intra	14FT_TRUCK		Morning	7:45:00 AM	8:15:00 AM	9:45:00 AM	10:00:00 AM	3:00:00	1:00:00 PM		4:30:00 PM	6:15:00 PM	-0.0625	0:00:00	3:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	33	Daily	D	NA	D	31	BLR142M-BLR087S	1	1	12-Aug	TRUE	1	D	D	BLR087S	BLR-DRY-MH-SUMADHURABLR-GUNJUR	TRUE	3:00:00	2:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-SHIVAJI NAGAR Network	Bengaluru	13.00264558,77.59946146	BLR107S	Intra	20FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:00:00	3:00:00 PM		4:30:00 PM	7:15:00 PM	-0.125	0:00:00	2:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	30	Daily	D	NA	D	29	BLR142M-BLR107S	1	1	12-Aug	TRUE	1	D	D	BLR107S	BLR-DRY-MH-SUMADHURABLR-SHIVAJI NAGAR Network	TRUE	2:00:00	4:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-BHADRAPPA LAYOUT NETWORK	Bengaluru	13.05902074,77.58133229	BLR028S	Intra	20FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:30:00	3:30:00 PM		4:30:00 PM	6:15:00 PM	-0.0625	0:00:00	2:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	38	Daily	D	NA	D	36	BLR142M-BLR028S	1	1	12-Aug	TRUE	1	D	D	BLR028S	BLR-DRY-MH-SUMADHURABLR-BHADRAPPA LAYOUT NETWORK	TRUE	2:30:00	4:30:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-GUNJUR Network	Bengaluru	12.93949838,77.72908936	BLR017S	Intra	10FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:00:00	3:00:00 PM		4:30:00 PM	6:15:00 PM	0.895833333	0:00:00	2:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	33	Daily	D	NA	D	32	BLR142M-BLR017S	1	1	12-Aug	TRUE	1	D	D	BLR017S	BLR-DRY-MH-SUMADHURABLR-GUNJUR Network	TRUE	2:00:00	4:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Koramangala Network	Bengaluru	12.9444629,77.6181869	BLR038S	Intra	20FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:00:00	3:00:00 PM		4:30:00 PM	7:15:00 PM	-0.0625	0:00:00	2:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	25	Daily	D	NA	D	24	BLR142M-BLR038S	1	1	12-Aug	TRUE	1	D	D	BLR038S	BLR-DRY-MH-SUMADHURABLR-Koramangala Network	TRUE	2:00:00	4:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Kambipura	Bengaluru	12.887321,77.458321	BLR267S	Intra	14FT_TRUCK		Morning	1:45:00 PM	2:15:00 PM	3:45:00 PM	4:00:00 PM	3:00:00	7:00:00 PM		8:00:00 PM	11:30:00 PM		0:00:00	3:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	65	Daily	D	NA	D	62	BLR142M-BLR267S	1	1	2-Sep	TRUE	1	D	D	BLR267S	BLR-DRY-MH-SUMADHURABLR-Kambipura	TRUE	3:00:00	8:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Challakere	Bengaluru	13.02629,77.64364	BLR123S	Intra	17FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	10:30:00 AM	10:45:00 AM	3:00:00	1:45:00 PM		5:00:00 PM	7:15:00 PM	-0.0625	0:00:00	3:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	40	Daily	D	NA	D	38	BLR142M-BLR123S	1	1	12-Aug	TRUE	1	D	D	BLR123S	BLR-DRY-MH-SUMADHURABLR-Challakere	TRUE	3:00:00	2:45:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR - Bhadrappa Layout	Bengaluru	13.0475325759,77.5783734297	BLR042S	Intra	20FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:00:00	3:00:00 PM		5:00:00 PM	8:15:00 PM	-0.145833333	0:00:00	2:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	48	Daily	D	NA	D	45	BLR142M-BLR042S	1	1	12-Aug	TRUE	1	D	D	BLR042S	BLR-DRY-MH-SUMADHURABLR - Bhadrappa Layout	TRUE	2:00:00	4:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Narayanapura Network	Bengaluru	13.062748457,77.6350034762	BLR122S	Intra	20FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	11:15:00 AM	11:30:00 AM	2:30:00	2:00:00 PM		4:30:00 PM	8:45:00 PM	-0.0625	0:00:00	2:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	43	Daily	D	NA	D	41	BLR142M-BLR122S	1	1	12-Aug	TRUE	1	D	D	BLR122S	BLR-DRY-MH-SUMADHURABLR-Narayanapura Network	TRUE	2:30:00	3:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-Dasarahalli	Bengaluru	13.051424,77.607561	BLR131S	Intra	14FT_TRUCK		Morning	10:45:00 AM	11:15:00 AM	12:45:00 PM	1:00:00 PM	2:00:00	3:00:00 PM		4:30:00 PM	8:45:00 PM	-0.0625	0:00:00	2:00:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	45	Daily	D	NA	D	43	BLR142M-BLR131S	1	1	12-Aug	TRUE	1	D	D	BLR131S	BLR-DRY-MH-SUMADHURABLR-Dasarahalli	TRUE	2:00:00	4:00:00 PM			0	
Bengaluru	Dry	BLR-DRY-MH-SUMADHURA	13.14193, 77.86832	BLR142M	BLR-INDIRANAGAR NEW	Bengaluru	12.962298,77.645909	BLR044S	Intra	17FT_TRUCK		Morning	9:15:00 AM	9:45:00 AM	11:15:00 AM	11:30:00 AM	2:30:00	2:00:00 PM		4:30:00 PM	8:45:00 PM	-0.145833333	0:00:00	2:30:00	Bengaluru-Bengaluru	BLR-DRY-MH-SUMADHURA-Bengaluru	Direct	33	Daily	D	NA	D	32	BLR142M-BLR044S	1	1	12-Aug	TRUE	1	D	D	BLR044S	BLR-DRY-MH-SUMADHURABLR-INDIRANAGAR NEW	TRUE	2:30:00	3:00:00 PM			0	
